,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,days_in_waiting_list,different_room_assigned,is_canceled
79742,40,2015,44,31,0,False,False
79743,43,2015,44,31,0,False,False
79744,18,2015,44,31,0,False,False
79745,18,2015,44,31,0,False,False
79746,11,2015,45,6,0,False,True
79747,12,2015,46,14,0,False,True
79748,5,2015,44,31,0,False,False
79749,15,2015,44,31,0,False,False
79752,9,2015,45,1,0,False,False
79753,33,2015,44,31,0,False,False
79754,18,2015,44,31,0,False,False
79756,0,2015,45,3,0,False,False
79757,11,2015,45,1,0,False,False
79758,0,2015,45,2,0,False,False
79759,10,2015,45,3,0,False,False
79760,37,2015,45,1,0,False,False
79761,10,2015,44,31,0,False,False
79762,34,2015,45,1,0,False,False
79763,11,2015,45,1,0,False,False
79764,3,2015,45,2,0,False,False
79766,34,2015,45,1,0,False,False
79767,34,2015,45,1,0,False,False
79768,12,2015,44,31,0,False,False
79769,11,2015,45,3,0,True,False
79770,11,2015,45,1,0,False,False
79771,21,2015,46,13,0,False,True
79772,149,2016,13,26,0,False,True
79774,14,2015,45,4,0,False,True
79781,7,2015,45,3,0,False,False
79782,5,2015,45,2,0,False,False
79783,4,2015,45,2,0,True,False
79784,6,2015,45,3,0,False,False
79785,8,2015,45,4,0,False,False
79786,8,2015,45,4,0,False,False
79787,21,2015,45,4,0,False,False
79788,14,2015,45,4,0,False,False
79789,22,2015,45,3,0,False,False
79790,22,2015,45,3,0,False,False
79791,6,2015,45,4,0,False,False
79792,67,2015,52,25,0,False,True
79793,5,2015,45,4,0,False,False
79794,2,2015,45,4,0,False,False
79795,70,2015,48,25,0,False,True
79796,70,2015,48,25,0,False,True
79800,46,2015,45,3,0,False,False
79801,5,2015,45,1,0,False,False
79802,5,2015,45,1,0,False,False
79803,5,2015,46,8,0,False,True
79804,5,2015,46,8,0,False,True
79805,5,2015,46,8,0,False,True
79806,41,2015,45,1,0,False,False
79807,244,2016,28,6,0,False,True
79808,244,2016,28,6,0,False,True
79809,55,2015,53,30,0,False,True
79810,19,2015,44,29,0,False,False
79812,35,2015,45,2,0,False,False
79813,2,2015,45,1,0,False,False
79814,41,2015,45,1,0,False,False
79815,34,2015,45,1,0,False,False
79816,0,2015,44,30,0,True,False
79817,51,2015,45,4,0,False,False
79818,40,2015,45,1,0,False,False
79819,7,2015,45,2,0,False,False
79820,28,2015,45,3,0,False,False
79822,14,2015,45,2,0,False,False
79825,40,2015,45,4,0,False,False
79826,40,2015,45,4,0,False,False
79827,3,2015,45,5,0,False,False
79828,26,2015,45,1,0,False,False
79829,54,2015,53,30,0,False,True
79830,21,2015,45,3,0,False,False
79831,38,2015,44,31,0,True,False
79832,34,2015,50,8,0,False,True
79833,34,2015,50,8,0,False,True
79834,34,2015,50,8,0,False,True
79835,34,2015,50,8,0,False,True
79836,34,2015,50,8,0,False,True
79837,34,2015,50,8,0,False,True
79838,34,2015,50,8,0,False,True
79839,34,2015,50,8,0,False,True
79840,34,2015,50,8,0,False,True
79841,34,2015,50,8,0,False,True
79842,34,2015,50,8,0,False,True
79843,34,2015,50,8,0,False,True
79844,34,2015,50,8,0,False,True
79845,34,2015,50,8,0,False,True
79846,34,2015,50,8,0,False,True
79847,34,2015,50,8,0,False,True
79848,34,2015,50,8,0,False,True
79849,34,2015,50,8,0,False,True
79850,34,2015,50,8,0,False,True
79851,34,2015,50,8,0,False,True
79852,34,2015,50,8,0,False,True
79853,34,2015,50,8,0,False,True
79854,34,2015,50,8,0,False,True
79855,34,2015,50,8,0,False,True
79856,34,2015,50,8,0,False,True
79857,34,2015,50,8,0,False,True
79858,34,2015,50,8,0,False,True
79859,34,2015,50,8,0,False,True
79860,34,2015,50,8,0,False,True
79861,34,2015,50,8,0,False,True
79862,34,2015,50,8,0,False,True
79863,34,2015,50,8,0,False,True
79864,34,2015,50,8,0,False,True
79865,34,2015,50,8,0,False,True
79866,34,2015,50,8,0,False,True
79867,34,2015,50,8,0,False,True
79868,34,2015,50,8,0,False,True
79869,34,2015,50,8,0,False,True
79870,34,2015,50,8,0,False,True
79871,34,2015,50,8,0,False,True
79872,40,2015,45,2,0,True,False
79874,0,2015,45,5,0,False,False
79875,32,2015,47,20,0,False,True
79876,32,2015,47,20,0,False,True
79877,32,2015,47,20,0,False,True
79878,32,2015,47,20,0,False,True
79879,32,2015,47,20,0,False,True
79880,32,2015,47,20,0,False,True
79881,32,2015,47,20,0,False,True
79882,32,2015,47,20,0,False,True
79883,32,2015,47,20,0,False,True
79884,32,2015,47,20,0,False,True
79885,32,2015,47,20,0,False,True
79886,32,2015,47,20,0,False,True
79887,32,2015,47,20,0,False,True
79888,32,2015,47,20,0,False,True
79889,21,2015,45,2,0,False,False
79890,0,2015,45,6,0,False,True
79892,26,2015,45,1,0,False,False
79893,41,2015,45,1,0,False,False
79894,40,2015,45,2,0,False,False
79895,1,2015,45,3,0,False,False
79896,37,2015,45,6,0,False,True
79897,17,2015,46,8,0,False,False
79898,42,2015,45,4,0,False,False
79899,37,2015,45,4,0,False,False
79900,43,2015,45,4,0,False,False
79901,45,2015,44,31,0,False,False
79902,42,2015,45,2,0,False,False
79903,0,2015,45,3,0,False,False
79904,24,2015,45,3,0,True,False
79905,12,2015,45,3,0,False,False
79906,8,2015,45,5,0,True,False
79907,5,2015,45,4,0,False,False
79908,0,2015,45,2,0,False,False
79909,47,2015,45,5,0,False,False
79910,47,2015,45,5,0,False,False
79911,47,2015,45,5,0,False,False
79912,46,2015,45,4,0,False,False
79913,46,2015,45,4,0,False,False
79914,2,2015,45,6,0,False,False
79915,47,2015,45,5,0,False,False
79916,143,2016,13,24,0,False,True
79917,26,2015,44,31,0,False,False
79918,11,2015,45,2,0,False,False
79919,10,2015,45,2,0,False,False
79920,17,2015,45,6,0,False,False
79921,12,2015,47,17,0,False,True
79922,0,2015,45,6,0,False,False
79923,0,2015,45,6,0,False,False
79924,0,2015,45,6,0,False,False
79925,1,2015,45,5,0,False,False
79926,1,2015,45,5,0,False,False
79927,21,2015,45,5,0,False,False
79928,21,2015,45,5,0,False,False
79929,8,2015,44,31,0,False,False
79930,14,2015,45,6,0,True,True
79931,0,2015,45,7,0,True,False
79935,8,2015,46,10,0,False,True
79936,8,2015,46,10,0,False,True
79937,0,2015,45,6,0,False,False
79938,9,2015,45,7,0,False,False
79939,8,2015,45,5,0,False,False
79940,0,2015,45,7,0,True,False
79941,42,2015,51,19,0,False,True
79942,194,2016,19,4,0,False,True
79943,4,2015,45,4,0,False,False
79944,14,2015,45,5,0,False,False
79945,29,2015,45,4,0,False,False
79946,12,2015,45,2,0,True,False
79947,22,2015,45,6,0,False,False
79948,9,2015,45,7,0,False,False
79949,19,2015,45,4,0,True,False
79950,16,2015,45,6,0,False,False
79951,2,2015,45,4,0,False,False
79952,21,2015,45,5,0,True,False
79953,3,2015,45,6,0,False,False
79954,3,2015,45,6,0,False,False
79955,17,2015,45,3,0,False,False
79956,6,2015,45,6,0,False,False
79957,1,2015,45,5,0,False,False
79958,36,2015,45,3,0,False,False
79959,3,2015,45,5,0,False,False
79960,3,2015,45,5,0,False,False
79961,23,2015,45,4,0,True,False
79962,28,2015,45,4,0,False,False
79963,15,2015,45,6,0,False,False
79964,42,2015,45,5,0,False,False
79965,10,2015,45,6,0,False,False
79966,28,2015,45,2,0,False,False
79967,45,2015,45,6,0,True,False
79968,46,2015,45,6,0,False,False
79969,4,2015,45,6,0,True,False
79970,0,2015,45,7,0,False,False
79971,26,2015,45,3,0,False,False
79972,52,2015,45,6,0,False,False
79973,38,2015,45,5,0,False,False
79974,38,2015,45,5,0,False,False
79975,46,2015,45,6,0,False,False
79976,46,2015,45,6,0,False,False
79977,6,2015,45,4,0,False,False
79978,4,2015,45,6,0,True,False
79979,51,2015,45,4,0,False,False
79980,29,2015,45,6,0,False,False
79981,29,2015,45,6,0,False,False
79982,0,2015,45,4,0,False,False
79983,8,2015,45,7,0,False,False
79984,49,2015,45,6,0,False,False
79985,9,2015,45,4,0,False,False
79986,29,2015,45,6,0,False,False
79987,29,2015,45,6,0,False,False
79988,52,2015,45,6,0,False,False
79990,46,2015,45,6,0,False,False
79991,3,2015,45,6,0,False,False
79992,361,2016,45,4,0,False,True
79993,361,2016,45,4,0,False,True
79994,361,2016,45,4,0,False,True
79995,361,2016,45,4,0,False,True
79996,361,2016,45,4,0,False,True
79997,159,2016,13,20,0,False,True
79998,159,2016,13,20,0,False,True
79999,61,2015,53,30,0,False,True
80000,23,2015,46,13,0,False,True
80001,23,2015,46,13,0,False,True
80002,23,2015,46,13,0,False,True
80003,23,2015,46,13,0,False,True
80004,14,2015,45,5,0,False,False
80005,25,2015,48,27,0,False,True
80006,25,2015,48,27,0,False,True
80007,2,2015,46,9,0,False,True
80008,3,2015,49,30,0,False,True
80009,40,2015,45,7,0,True,False
80010,11,2015,45,6,0,True,False
80011,24,2015,46,8,0,True,False
80012,12,2015,45,7,0,True,False
80013,25,2015,45,6,0,False,False
80014,0,2015,46,9,0,False,False
80015,4,2015,45,6,0,False,False
80016,22,2015,45,6,0,False,False
80017,5,2015,46,14,0,False,True
80018,40,2015,45,7,0,True,False
80019,56,2015,45,6,0,False,False
80020,8,2015,45,6,0,False,False
80021,0,2015,46,9,0,False,False
80023,44,2015,45,5,0,False,False
80024,22,2015,45,5,0,False,False
80025,22,2015,45,5,0,False,False
80026,39,2015,45,7,0,False,False
80030,0,2016,2,7,0,False,False
80031,1,2016,2,8,0,False,False
80032,1,2016,2,8,0,False,False
80033,1,2016,2,9,0,False,False
80034,2,2016,3,12,0,False,False
80035,4,2016,3,12,0,False,False
80036,2,2016,3,13,0,False,False
80037,3,2016,3,14,0,False,False
80038,1,2016,3,14,0,True,False
80039,0,2016,3,14,0,False,False
80040,5,2016,3,14,0,False,False
80041,4,2016,3,15,0,False,False
80042,8,2016,3,15,0,False,False
80043,1,2016,3,15,0,False,False
80044,4,2016,3,15,0,False,False
80045,5,2016,3,15,0,False,False
80046,3,2016,3,16,0,False,False
80047,2,2016,3,16,0,False,False
80048,0,2016,4,17,0,False,False
80049,5,2016,4,22,0,False,False
80050,1,2016,5,29,0,False,False
80051,12,2016,6,5,0,True,False
80052,8,2016,7,10,0,False,False
80053,1,2016,7,12,0,False,False
80054,10,2016,7,13,0,False,False
80063,5,2015,46,9,0,False,False
80064,46,2015,45,7,0,True,False
80065,8,2015,46,11,0,False,True
80066,47,2015,45,7,0,True,False
80067,47,2015,45,7,0,True,False
80068,44,2015,46,8,0,True,False
80069,6,2015,46,11,0,False,False
80070,55,2015,46,10,0,False,False
80071,55,2015,46,10,0,False,False
80073,221,2016,25,14,0,False,True
80078,333,2016,39,20,19,False,True
80079,333,2016,39,20,19,False,True
80080,333,2016,39,20,19,False,True
80081,333,2016,39,20,19,False,True
80082,333,2016,39,20,19,False,True
80083,333,2016,39,20,19,False,True
80084,333,2016,39,20,19,False,True
80085,333,2016,39,20,19,False,True
80086,333,2016,39,20,19,False,True
80087,333,2016,39,20,19,False,True
80088,333,2016,39,20,19,False,True
80089,333,2016,39,20,19,False,True
80090,333,2016,39,20,19,False,True
80091,333,2016,39,20,19,False,True
80092,333,2016,39,20,19,False,True
80093,333,2016,39,20,19,False,True
80094,333,2016,39,20,19,False,True
80095,333,2016,39,20,19,False,True
80096,333,2016,39,20,19,False,True
80097,333,2016,39,20,19,False,True
80098,333,2016,39,20,19,False,True
80099,333,2016,39,20,19,False,True
80100,333,2016,39,20,19,False,True
80101,333,2016,39,20,19,False,True
80102,333,2016,39,20,19,False,True
80103,333,2016,39,20,19,False,True
80104,333,2016,39,20,19,False,True
80105,333,2016,39,20,19,False,True
80106,333,2016,39,20,19,False,True
80107,333,2016,39,20,19,False,True
80108,72,2015,53,27,0,False,True
80109,72,2015,53,27,0,False,True
80110,72,2015,53,27,0,False,True
80111,72,2015,53,27,0,False,True
80112,72,2015,53,27,0,False,True
80113,72,2015,53,27,0,False,True
80114,72,2015,53,27,0,False,True
80115,72,2015,53,27,0,False,True
80116,72,2015,53,27,0,False,True
80117,72,2015,53,27,0,False,True
80118,72,2015,53,27,0,False,True
80119,72,2015,53,27,0,False,True
80120,72,2015,53,27,0,False,True
80121,72,2015,53,27,0,False,True
80122,72,2015,53,27,0,False,True
80123,72,2015,53,27,0,False,True
80124,72,2015,53,27,0,False,True
80125,72,2015,53,27,0,False,True
80126,72,2015,53,27,0,False,True
80127,72,2015,53,27,0,False,True
80128,72,2015,53,27,0,False,True
80129,72,2015,53,27,0,False,True
80130,72,2015,53,27,0,False,True
80131,2,2015,46,9,0,False,False
80132,2,2015,46,11,0,False,False
80133,0,2015,46,9,0,False,False
80134,41,2015,46,8,0,True,False
80139,15,2015,46,10,0,False,False
80142,49,2015,46,9,0,False,False
80143,51,2015,46,8,0,True,False
80144,49,2015,46,9,0,False,False
80145,6,2015,46,9,0,False,False
80147,3,2015,46,9,0,False,False
80148,41,2015,46,8,0,False,False
80149,13,2015,46,8,0,False,False
80150,25,2015,49,4,0,False,True
80151,25,2015,49,4,0,False,True
80152,18,2015,46,11,0,False,False
80154,226,2016,25,15,0,False,True
80155,226,2016,25,15,0,False,True
80156,226,2016,25,15,0,False,True
80157,226,2016,25,15,0,False,True
80158,226,2016,25,15,0,False,True
80159,226,2016,25,15,0,False,True
80160,226,2016,25,15,0,False,True
80161,226,2016,25,15,0,False,True
80162,226,2016,25,15,0,False,True
80163,226,2016,25,15,0,False,True
80165,2,2015,46,11,0,False,False
80166,128,2016,11,12,0,False,True
80167,36,2015,49,4,0,False,True
80175,41,2015,46,8,0,False,False
80176,41,2015,46,8,0,True,False
80177,41,2015,46,8,0,False,False
80178,49,2015,46,9,0,False,False
80179,2,2015,46,9,0,False,False
80180,0,2015,46,9,0,False,False
80187,0,2015,46,9,0,False,False
80189,265,2016,32,3,0,False,True
80190,52,2015,46,9,0,False,False
80191,45,2015,46,9,0,False,False
80192,2,2015,46,12,0,False,False
80193,2,2015,51,15,0,False,False
80194,89,2016,3,10,0,False,True
80195,3,2015,46,8,0,False,False
80196,3,2015,46,8,0,False,False
80197,5,2015,46,10,0,False,False
80198,24,2015,46,8,0,True,False
80200,32,2015,50,8,0,False,True
80201,32,2015,50,8,0,False,True
80202,93,2016,6,6,0,False,True
80203,93,2016,6,6,0,False,True
80204,93,2016,6,6,0,False,True
80206,33,2015,45,7,0,True,False
80207,1,2015,46,10,0,False,False
80208,33,2015,46,10,0,False,False
80209,8,2015,46,11,0,True,False
80210,50,2015,46,11,0,False,False
80211,49,2015,46,9,0,False,False
80212,1,2015,46,10,0,False,False
80213,48,2015,46,10,0,False,False
80214,53,2015,46,9,0,True,False
80215,12,2015,46,10,0,False,False
80216,2,2015,46,13,0,False,False
80217,9,2015,47,20,0,False,True
80218,39,2015,46,10,0,False,False
80219,0,2015,46,12,0,False,False
80220,44,2015,46,11,0,False,False
80221,44,2015,46,11,0,False,False
80222,50,2015,46,10,0,False,False
80223,20,2015,46,10,0,False,False
80224,15,2015,46,10,0,False,False
80225,5,2015,46,10,0,False,False
80226,5,2015,46,10,0,False,False
80227,56,2015,46,10,0,False,False
80228,47,2015,46,11,0,False,False
80229,37,2015,46,11,0,False,False
80235,3,2015,46,9,0,False,False
80236,32,2015,46,14,0,False,False
80237,28,2015,46,11,0,False,False
80238,19,2015,46,11,0,True,False
80239,14,2015,45,6,0,False,False
80242,10,2015,46,13,0,False,False
80243,4,2015,46,13,0,True,False
80244,13,2015,46,8,0,False,False
80245,28,2015,46,13,0,True,False
80246,36,2015,46,13,0,False,False
80247,0,2015,46,14,0,False,False
80250,51,2015,46,11,0,False,False
80251,51,2015,46,11,0,False,False
80252,4,2015,46,14,0,False,False
80253,0,2015,46,14,0,False,False
80254,50,2015,46,13,0,False,False
80255,2,2015,46,13,0,False,False
80256,23,2015,46,12,0,False,False
80257,50,2015,46,13,0,False,False
80266,58,2015,46,13,0,False,False
80267,63,2015,46,12,0,False,False
80268,17,2015,46,13,0,False,False
80269,23,2015,49,4,0,False,True
80270,23,2015,49,4,0,False,True
80271,3,2015,46,13,0,True,False
80272,9,2015,46,12,0,False,False
80273,55,2015,53,27,0,False,True
80274,37,2015,47,19,0,False,True
80275,23,2015,47,21,0,False,True
80276,50,2015,46,13,0,False,False
80277,5,2015,47,15,0,False,False
80278,22,2015,46,14,0,False,False
80279,39,2015,46,13,0,False,False
80280,46,2015,46,13,0,False,False
80281,35,2015,46,14,0,False,False
80282,125,2016,9,21,0,False,True
80283,125,2016,9,21,0,False,True
80284,0,2015,47,15,0,False,False
80285,22,2015,49,5,0,False,True
80286,33,2015,50,9,0,False,True
80287,33,2015,50,9,0,False,True
80288,33,2015,50,9,0,False,True
80289,33,2015,50,9,0,False,True
80290,33,2015,50,9,0,False,True
80291,33,2015,50,9,0,False,True
80292,33,2015,50,9,0,False,True
80293,33,2015,50,9,0,False,True
80294,33,2015,50,9,0,False,True
80295,33,2015,50,9,0,False,True
80296,33,2015,50,9,0,False,True
80297,33,2015,50,9,0,False,True
80298,33,2015,50,9,0,False,True
80299,33,2015,50,9,0,False,True
80300,33,2015,50,9,0,False,True
80301,33,2015,50,9,0,False,True
80302,33,2015,50,9,0,False,True
80303,33,2015,50,9,0,False,True
80304,33,2015,50,9,0,False,True
80305,33,2015,50,9,0,False,True
80306,33,2015,50,9,0,False,True
80307,33,2015,50,9,0,False,True
80308,33,2015,50,9,0,False,True
80309,33,2015,50,9,0,False,True
80310,33,2015,50,9,0,False,True
80311,33,2015,50,9,0,False,True
80312,33,2015,50,9,0,False,True
80313,33,2015,50,9,0,False,True
80314,33,2015,50,9,0,False,True
80315,33,2015,50,9,0,False,True
80316,33,2015,50,9,0,False,True
80317,33,2015,50,9,0,False,True
80318,33,2015,50,9,0,False,True
80319,33,2015,50,9,0,False,True
80320,33,2015,50,9,0,False,True
80321,33,2015,50,9,0,False,True
80322,33,2015,50,9,0,False,True
80323,33,2015,50,9,0,False,True
80324,33,2015,50,9,0,False,True
80325,33,2015,50,9,0,False,True
80326,33,2015,50,9,0,False,True
80327,33,2015,50,9,0,False,True
80328,33,2015,50,9,0,False,True
80329,33,2015,50,9,0,False,True
80330,33,2015,50,9,0,False,True
80331,33,2015,50,9,0,False,True
80332,33,2015,50,9,0,False,True
80333,33,2015,50,9,0,False,True
80334,33,2015,50,9,0,False,True
80335,33,2015,50,9,0,False,True
80336,33,2015,50,9,0,False,True
80337,33,2015,50,9,0,False,True
80338,61,2015,46,12,0,False,False
80339,23,2015,50,9,0,False,True
80340,19,2015,49,5,0,False,True
80341,19,2015,49,5,0,False,True
80342,19,2015,49,5,0,False,True
80343,19,2015,49,5,0,False,True
80344,19,2015,49,5,0,False,True
80345,19,2015,49,5,0,False,True
80346,15,2015,49,1,0,False,True
80347,15,2015,49,1,0,False,True
80348,25,2015,46,10,0,False,False
80349,52,2015,46,12,0,False,False
80350,47,2015,46,14,0,False,False
80352,61,2015,46,14,0,False,False
80353,25,2015,47,16,0,False,False
80354,3,2015,47,19,0,False,True
80355,18,2015,47,16,0,False,False
80356,29,2015,46,14,0,False,False
80357,7,2015,47,16,0,False,False
80358,7,2015,47,16,0,False,False
80359,7,2015,47,16,0,False,False
80360,51,2015,46,12,0,False,False
80363,22,2015,46,14,0,False,False
80364,74,2016,1,1,0,False,True
80365,74,2016,1,1,0,False,True
80366,51,2015,46,14,0,False,False
80367,49,2015,46,12,0,False,False
80368,50,2015,46,12,0,False,False
80369,4,2015,46,14,0,False,False
80370,4,2015,46,14,0,False,False
80372,26,2015,51,13,0,False,True
80373,20,2015,49,29,0,False,True
80374,104,2016,10,29,0,False,True
80375,34,2015,50,8,0,False,True
80376,34,2015,50,8,0,False,True
80377,34,2015,50,8,0,False,True
80378,34,2015,50,8,0,False,True
80379,34,2015,50,8,0,False,True
80380,34,2015,50,8,0,False,True
80381,34,2015,50,8,0,False,True
80382,34,2015,50,8,0,False,True
80383,34,2015,50,8,0,False,True
80384,34,2015,50,8,0,False,True
80385,34,2015,50,8,0,False,True
80386,34,2015,50,8,0,False,True
80387,34,2015,50,8,0,False,True
80388,34,2015,50,8,0,False,True
80389,34,2015,50,8,0,False,True
80390,34,2015,50,8,0,False,True
80391,34,2015,50,8,0,False,True
80392,34,2015,50,8,0,False,True
80393,34,2015,50,8,0,False,True
80394,34,2015,50,8,0,False,True
80395,34,2015,50,8,0,False,True
80396,34,2015,50,8,0,False,True
80397,34,2015,50,8,0,False,True
80398,34,2015,50,8,0,False,True
80399,34,2015,50,8,0,False,True
80400,34,2015,50,8,0,False,True
80401,34,2015,50,8,0,False,True
80402,34,2015,50,8,0,False,True
80403,34,2015,50,8,0,False,True
80404,34,2015,50,8,0,False,True
80405,34,2015,50,8,0,False,True
80406,34,2015,50,8,0,False,True
80407,34,2015,50,8,0,False,True
80408,34,2015,50,8,0,False,True
80409,34,2015,50,8,0,False,True
80410,34,2015,50,8,0,False,True
80411,34,2015,50,8,0,False,True
80412,34,2015,50,8,0,False,True
80413,34,2015,50,8,0,False,True
80414,34,2015,50,8,0,False,True
80415,34,2015,50,8,0,False,True
80416,34,2015,50,8,0,False,True
80417,34,2015,50,8,0,False,True
80418,34,2015,50,8,0,False,True
80419,34,2015,50,8,0,False,True
80420,34,2015,50,8,0,False,True
80421,34,2015,50,8,0,False,True
80422,34,2015,50,8,0,False,True
80423,34,2015,50,8,0,False,True
80424,34,2015,50,8,0,False,True
80425,34,2015,50,8,0,False,True
80426,34,2015,50,8,0,False,True
80427,34,2015,50,8,0,False,True
80428,34,2015,50,8,0,False,True
80429,34,2015,50,8,0,False,True
80430,34,2015,50,8,0,False,True
80431,34,2015,50,8,0,False,True
80432,34,2015,50,8,0,False,True
80433,34,2015,50,8,0,False,True
80434,34,2015,50,8,0,False,True
80435,34,2015,50,8,0,False,True
80436,34,2015,50,8,0,False,True
80437,34,2015,50,8,0,False,True
80438,34,2015,50,8,0,False,True
80439,34,2015,50,8,0,False,True
80440,34,2015,50,8,0,False,True
80441,34,2015,50,8,0,False,True
80442,34,2015,50,8,0,False,True
80443,34,2015,50,8,0,False,True
80444,34,2015,50,8,0,False,True
80445,34,2015,50,8,0,False,True
80446,34,2015,50,8,0,False,True
80447,34,2015,50,8,0,False,True
80448,34,2015,50,8,0,False,True
80449,34,2015,50,8,0,False,True
80450,34,2015,50,8,0,False,True
80451,34,2015,50,8,0,False,True
80452,34,2015,50,8,0,False,True
80453,34,2015,50,8,0,False,True
80454,34,2015,50,8,0,False,True
80455,34,2015,50,8,0,False,True
80456,34,2015,50,8,0,False,True
80457,34,2015,50,8,0,False,True
80458,34,2015,50,8,0,False,True
80459,34,2015,50,8,0,False,True
80460,34,2015,50,8,0,False,True
80461,34,2015,50,8,0,False,True
80462,34,2015,50,8,0,False,True
80463,34,2015,50,8,0,False,True
80464,34,2015,50,8,0,False,True
80465,34,2015,50,8,0,False,True
80466,34,2015,50,8,0,False,True
80467,34,2015,50,8,0,False,True
80468,34,2015,50,8,0,False,True
80469,34,2015,50,8,0,False,True
80470,34,2015,50,8,0,False,True
80471,34,2015,50,8,0,False,True
80472,34,2015,50,8,0,False,True
80473,34,2015,50,8,0,False,True
80474,34,2015,50,8,0,False,True
80475,25,2015,50,8,0,False,True
80476,25,2015,50,8,0,False,True
80477,25,2015,50,8,0,False,True
80478,25,2015,50,8,0,False,True
80479,25,2015,50,8,0,False,True
80480,25,2015,50,8,0,False,True
80481,25,2015,50,8,0,False,True
80482,25,2015,50,8,0,False,True
80483,25,2015,50,8,0,False,True
80484,25,2015,50,8,0,False,True
80485,25,2015,50,8,0,False,True
80486,25,2015,50,8,0,False,True
80487,25,2015,50,8,0,False,True
80488,25,2015,50,8,0,False,True
80489,25,2015,50,8,0,False,True
80490,25,2015,50,8,0,False,True
80491,25,2015,50,8,0,False,True
80492,25,2015,50,8,0,False,True
80493,25,2015,50,8,0,False,True
80494,25,2015,50,8,0,False,True
80496,221,2016,24,10,15,False,True
80497,221,2016,24,10,15,False,True
80498,221,2016,24,10,15,False,True
80499,221,2016,24,10,15,False,True
80500,221,2016,24,10,15,False,True
80501,221,2016,24,10,15,False,True
80502,221,2016,24,10,15,False,True
80503,221,2016,24,10,15,False,True
80504,221,2016,24,10,15,False,True
80505,221,2016,24,10,15,False,True
80506,221,2016,24,10,15,False,True
80507,221,2016,24,10,15,False,True
80508,221,2016,24,10,15,False,True
80509,221,2016,24,10,15,False,True
80510,221,2016,24,10,15,False,True
80511,221,2016,24,10,15,False,True
80512,221,2016,24,10,15,False,True
80513,221,2016,24,10,15,False,True
80514,221,2016,24,10,15,False,True
80515,221,2016,24,10,15,False,True
80516,221,2016,24,10,15,False,True
80517,1,2015,47,17,0,False,False
80535,11,2015,47,17,0,False,False
80536,4,2015,47,17,0,True,False
80537,20,2015,46,11,0,False,False
80538,53,2015,46,14,0,False,False
80539,13,2015,47,15,0,False,False
80541,20,2015,46,11,0,False,False
80542,10,2015,46,14,0,True,False
80543,4,2015,47,17,0,True,False
80545,22,2015,50,9,0,False,True
80546,22,2015,50,9,0,False,True
80550,42,2015,53,28,0,False,True
80551,42,2015,53,28,0,False,True
80552,58,2015,53,27,0,False,True
80553,58,2015,53,27,0,False,True
80554,58,2015,53,27,0,False,True
80555,58,2015,53,27,0,False,True
80559,25,2015,47,17,0,False,False
80560,35,2015,47,18,0,False,False
80564,5,2015,47,17,0,False,False
80565,49,2015,47,16,0,False,False
80566,65,2015,47,18,0,True,False
80567,32,2015,47,20,0,False,True
80568,2,2015,46,14,0,False,False
80569,62,2015,47,15,0,False,False
80570,5,2015,47,15,0,False,False
80571,38,2015,52,25,0,False,True
80572,22,2015,48,24,0,False,True
80573,6,2015,47,18,0,False,False
80574,54,2015,47,16,0,False,False
80575,380,2016,48,20,0,False,True
80580,61,2015,48,23,0,False,True
80584,1,2015,47,20,0,False,False
80585,22,2015,47,17,0,False,False
80586,2,2015,47,18,0,False,False
80587,1,2015,47,19,0,False,False
80588,5,2015,47,15,0,False,False
80589,6,2015,47,16,0,False,False
80590,2,2015,47,19,0,False,False
80591,55,2015,47,15,0,False,False
80592,50,2015,47,17,0,False,False
80604,3,2015,47,15,0,False,False
80605,28,2015,47,17,0,True,False
80606,66,2015,47,19,0,False,False
80608,57,2015,47,17,0,False,False
80610,51,2015,53,30,0,False,True
80611,88,2015,50,11,0,False,True
80612,88,2015,50,11,0,False,True
80613,12,2015,48,23,0,False,True
80615,60,2015,47,15,0,False,False
80616,28,2015,47,19,0,False,False
80617,42,2015,47,16,0,True,False
80618,66,2015,47,17,0,False,False
80620,12,2016,11,12,0,False,False
80621,53,2015,47,18,0,False,False
80622,53,2015,47,18,0,False,False
80623,53,2015,47,18,0,False,False
80624,53,2015,47,18,0,False,False
80626,30,2015,47,18,0,False,False
80627,53,2015,47,18,0,False,False
80628,55,2015,47,17,0,False,False
80629,244,2016,28,6,0,False,True
80630,54,2015,53,28,0,False,True
80631,17,2015,49,5,0,False,True
80632,17,2015,49,5,0,False,True
80633,17,2015,49,5,0,False,True
80634,17,2015,49,5,0,False,True
80635,52,2015,47,19,0,False,False
80636,54,2015,47,18,0,False,False
80637,32,2015,47,20,0,True,False
80638,59,2015,47,19,0,False,False
80639,52,2015,47,19,0,False,False
80640,32,2015,47,20,0,False,False
80641,52,2015,47,19,0,False,False
80642,32,2015,47,20,0,False,False
80643,32,2015,47,20,0,True,False
80644,32,2015,47,20,0,False,False
80645,32,2015,47,20,0,False,False
80646,56,2015,47,19,0,False,False
80647,64,2015,47,20,0,False,False
80648,64,2015,47,20,0,False,False
80649,67,2015,47,20,0,False,False
80650,32,2015,47,20,0,False,False
80651,32,2015,47,20,0,True,False
80652,22,2015,47,19,0,False,False
80653,42,2015,47,20,0,False,False
80654,42,2015,47,20,0,False,False
